YearStart,YearEnd,LocationAbbr,LocationDesc,Topic,Question
2013,2013,TX,Texas,Alcohol,Alcohol use among youth
2019,2019,WA,Washington,Alcohol,Alcohol use before pregnancy
2015,2015,MS,Mississippi,Alcohol,Chronic liver disease mortality
2018,2018,MO,Missouri,Alcohol,Chronic liver disease mortality
2017,2017,OR,Oregon,Alcohol,Binge drinking prevalence among youth
2019,2019,VT,Vermont,Alcohol,Binge drinking prevalence among youth
2013,2013,MO,Missouri,Alcohol,Alcohol use among youth
2012,2012,NH,New Hampshire,Alcohol,Local authority to regulate alcohol outlet density
2011,2011,FL,Florida,Alcohol,Alcohol use before pregnancy
2012,2012,MT,Montana,Alcohol,Chronic liver disease mortality
2019,2019,IA,Iowa,Alcohol,Alcohol use among youth
2017,2017,WV,West Virginia,Alcohol,Alcohol use before pregnancy
2017,2017,NV,Nevada,Alcohol,Binge drinking prevalence among youth
2017,2017,HI,Hawaii,Alcohol,Binge drinking prevalence among youth
2014,2014,ME,Maine,Alcohol,Chronic liver disease mortality
2019,2019,OH,Ohio,Alcohol,Alcohol use among youth
2019,2019,SD,South Dakota,Alcohol,Alcohol use among youth
2019,2019,GA,Georgia,Alcohol,Chronic liver disease mortality
2019,2019,PA,Pennsylvania,Alcohol,Alcohol use before pregnancy
2010,2010,AR,Arkansas,Alcohol,Chronic liver disease mortality
2018,2018,OR,Oregon,Alcohol,Chronic liver disease mortality
2019,2019,SC,South Carolina,Alcohol,Binge drinking prevalence among youth
2017,2017,MS,Mississippi,Alcohol,Alcohol use among youth
2010,2010,NE,Nebraska,Alcohol,Chronic liver disease mortality
2012,2012,MS,Mississippi,Alcohol,Alcohol use before pregnancy
2015,2015,FL,Florida,Alcohol,Chronic liver disease mortality
2017,2017,AZ,Arizona,Alcohol,Alcohol use among youth
2018,2018,AK,Alaska,Alcohol,Chronic liver disease mortality
2017,2017,UT,Utah,Alcohol,Alcohol use before pregnancy
2019,2019,KY,Kentucky,Alcohol,Alcohol use among youth
2014,2014,AR,Arkansas,Alcohol,Chronic liver disease mortality
2015,2015,VI,Virgin Islands,Alcohol,Alcohol use among youth
2017,2017,OR,Oregon,Alcohol,Alcohol use among youth
2019,2019,CT,Connecticut,Alcohol,Binge drinking prevalence among youth
2011,2011,MT,Montana,Alcohol,Chronic liver disease mortality
2010,2010,MN,Minnesota,Alcohol,Chronic liver disease mortality
2017,2017,VA,Virginia,Alcohol,Alcohol use before pregnancy
2015,2015,ME,Maine,Alcohol,Alcohol use among youth
2020,2020,MD,Maryland,Alcohol,Chronic liver disease mortality
2010,2010,CA,California,Alcohol,Chronic liver disease mortality
2010,2010,OR,Oregon,Alcohol,Chronic liver disease mortality
2011,2011,CO,Colorado,Alcohol,Chronic liver disease mortality
2016,2016,CA,California,Alcohol,Chronic liver disease mortality
2019,2019,MI,Michigan,Alcohol,Alcohol use before pregnancy
2019,2019,DC,District of Columbia,Alcohol,Alcohol use among youth
2020,2020,KY,Kentucky,Alcohol,Chronic liver disease mortality
2015,2015,NV,Nevada,Alcohol,Chronic liver disease mortality
2010,2010,GA,Georgia,Alcohol,Chronic liver disease mortality
2017,2017,MO,Missouri,Alcohol,Chronic liver disease mortality
2014,2014,MD,Maryland,Alcohol,Chronic liver disease mortality
2017,2017,ND,North Dakota,Alcohol,Alcohol use among youth
2010,2010,DE,Delaware,Alcohol,Chronic liver disease mortality
2012,2012,MI,Michigan,Alcohol,Chronic liver disease mortality
2019,2019,MA,Massachusetts,Alcohol,Chronic liver disease mortality
2017,2017,IL,Illinois,Alcohol,Alcohol use before pregnancy
2017,2017,LA,Louisiana,Alcohol,Binge drinking prevalence among youth
2017,2017,MD,Maryland,Alcohol,Alcohol use before pregnancy
2014,2014,IL,Illinois,Alcohol,Chronic liver disease mortality
2013,2013,CO,Colorado,Alcohol,Alcohol use among youth
2018,2018,MI,Michigan,Alcohol,Chronic liver disease mortality
2015,2015,WY,Wyoming,Alcohol,Alcohol use before pregnancy
2019,2019,NH,New Hampshire,Alcohol,Alcohol use before pregnancy
2016,2016,CA,California,Alcohol,Chronic liver disease mortality
2015,2015,CT,Connecticut,Alcohol,Chronic liver disease mortality
2017,2017,LA,Louisiana,Alcohol,Chronic liver disease mortality
2010,2010,NE,Nebraska,Alcohol,Chronic liver disease mortality
2020,2020,ND,North Dakota,Alcohol,Alcohol use before pregnancy
2015,2015,AK,Alaska,Alcohol,Chronic liver disease mortality
2018,2018,ID,Idaho,Alcohol,Chronic liver disease mortality
2016,2016,DC,District of Columbia,Alcohol,Chronic liver disease mortality
2012,2012,MS,Mississippi,Alcohol,Chronic liver disease mortality
2017,2017,WI,Wisconsin,Alcohol,Alcohol use before pregnancy
2011,2011,ID,Idaho,Alcohol,Chronic liver disease mortality
2017,2017,PA,Pennsylvania,Alcohol,Alcohol use before pregnancy
2013,2013,NY,New York,Alcohol,Alcohol use before pregnancy
2020,2020,AK,Alaska,Alcohol,Alcohol use before pregnancy
2015,2015,MD,Maryland,Alcohol,Chronic liver disease mortality
2020,2020,VT,Vermont,Alcohol,Local authority to regulate alcohol outlet density
2010,2010,NC,North Carolina,Alcohol,Chronic liver disease mortality
2017,2017,CO,Colorado,Alcohol,Chronic liver disease mortality
2019,2019,SD,South Dakota,Alcohol,Alcohol use among youth
2020,2020,HI,Hawaii,Alcohol,Chronic liver disease mortality
2015,2015,MO,Missouri,Alcohol,Chronic liver disease mortality
2010,2010,CO,Colorado,Alcohol,Chronic liver disease mortality
2018,2018,MN,Minnesota,Alcohol,Chronic liver disease mortality
2017,2017,GA,Georgia,Alcohol,Chronic liver disease mortality
2017,2017,OH,Ohio,Alcohol,Alcohol use before pregnancy
2014,2014,AK,Alaska,Alcohol,Chronic liver disease mortality
2020,2020,DC,District of Columbia,Alcohol,Chronic liver disease mortality
2013,2013,VT,Vermont,Alcohol,Alcohol use before pregnancy
2019,2019,AK,Alaska,Alcohol,Chronic liver disease mortality
2010,2010,GA,Georgia,Alcohol,Chronic liver disease mortality
2017,2017,IN,Indiana,Alcohol,Chronic liver disease mortality
2018,2018,ME,Maine,Alcohol,Alcohol use before pregnancy
2013,2013,IA,Iowa,Alcohol,Alcohol use before pregnancy
2019,2019,TX,Texas,Alcohol,Alcohol use before pregnancy
2019,2019,IA,Iowa,Alcohol,Binge drinking prevalence among youth
2017,2017,KY,Kentucky,Alcohol,Alcohol use before pregnancy
2019,2019,AL,Alabama,Alcohol,Alcohol use among youth
2015,2015,FL,Florida,Alcohol,Chronic liver disease mortality
2016,2016,OH,Ohio,Alcohol,Chronic liver disease mortality
2016,2016,NV,Nevada,Alcohol,Chronic liver disease mortality
2013,2013,ID,Idaho,Alcohol,Chronic liver disease mortality
2011,2011,AK,Alaska,Alcohol,Chronic liver disease mortality
2018,2018,OH,Ohio,Alcohol,Chronic liver disease mortality
2018,2018,NY,New York,Alcohol,Chronic liver disease mortality
2012,2012,HI,Hawaii,Alcohol,Chronic liver disease mortality
2018,2018,PR,Puerto Rico,Alcohol,Alcohol use before pregnancy
2013,2013,CO,Colorado,Alcohol,Alcohol use before pregnancy
2014,2014,NE,Nebraska,Alcohol,Chronic liver disease mortality
2011,2011,MN,Minnesota,Alcohol,Chronic liver disease mortality
2018,2018,OR,Oregon,Alcohol,Chronic liver disease mortality
2013,2013,LA,Louisiana,Alcohol,Chronic liver disease mortality
2015,2015,AL,Alabama,Alcohol,Alcohol use before pregnancy
2017,2017,MT,Montana,Alcohol,Chronic liver disease mortality
2014,2014,AL,Alabama,Alcohol,Chronic liver disease mortality
2016,2016,NY,New York,Alcohol,Chronic liver disease mortality
2014,2014,NJ,New Jersey,Alcohol,Chronic liver disease mortality
2018,2018,WV,West Virginia,Alcohol,Alcohol use before pregnancy
2010,2010,AK,Alaska,Alcohol,Chronic liver disease mortality
2010,2010,HI,Hawaii,Alcohol,Chronic liver disease mortality
2013,2013,US,United States,Alcohol,Alcohol use among youth
2013,2013,HI,Hawaii,Alcohol,Chronic liver disease mortality
2010,2010,ND,North Dakota,Alcohol,Chronic liver disease mortality
2011,2011,KS,Kansas,Alcohol,Chronic liver disease mortality
2015,2015,NC,North Carolina,Alcohol,Chronic liver disease mortality
2016,2016,NY,New York,Alcohol,Chronic liver disease mortality
2018,2018,OR,Oregon,Alcohol,Alcohol use before pregnancy
2012,2012,MN,Minnesota,Alcohol,Chronic liver disease mortality
2012,2012,OH,Ohio,Alcohol,Alcohol use before pregnancy
2020,2020,OH,Ohio,Alcohol,Chronic liver disease mortality
2019,2019,OK,Oklahoma,Alcohol,Chronic liver disease mortality
2014,2014,LA,Louisiana,Alcohol,Chronic liver disease mortality
2017,2017,LA,Louisiana,Alcohol,Chronic liver disease mortality
2018,2018,MA,Massachusetts,Alcohol,Chronic liver disease mortality
2017,2017,UT,Utah,Alcohol,Alcohol use before pregnancy
2019,2019,AZ,Arizona,Alcohol,Alcohol use among youth
2015,2015,VT,Vermont,Alcohol,Alcohol use among youth
2010,2010,NJ,New Jersey,Alcohol,Chronic liver disease mortality
2011,2011,IN,Indiana,Alcohol,Chronic liver disease mortality
2016,2016,IA,Iowa,Alcohol,Chronic liver disease mortality
2012,2012,CA,California,Alcohol,Chronic liver disease mortality
2015,2015,NE,Nebraska,Alcohol,Chronic liver disease mortality
2019,2019,LA,Louisiana,Alcohol,Chronic liver disease mortality
2015,2015,VT,Vermont,Alcohol,Alcohol use before pregnancy
2019,2019,DE,Delaware,Alcohol,Alcohol use among youth
2012,2012,DE,Delaware,Alcohol,Alcohol use before pregnancy
2020,2020,NE,Nebraska,Alcohol,Chronic liver disease mortality
2017,2017,WA,Washington,Alcohol,Alcohol use among youth
2015,2015,WA,Washington,Alcohol,Alcohol use before pregnancy
2017,2017,RI,Rhode Island,Alcohol,Alcohol use among youth
2020,2020,ND,North Dakota,Alcohol,Chronic liver disease mortality
2012,2012,LA,Louisiana,Alcohol,Local authority to regulate alcohol outlet density
2015,2015,ME,Maine,Alcohol,Alcohol use before pregnancy
2017,2017,CA,California,Alcohol,Alcohol use among youth
2017,2017,MA,Massachusetts,Alcohol,Binge drinking prevalence among youth
2017,2017,IL,Illinois,Alcohol,Chronic liver disease mortality
2011,2011,FL,Florida,Alcohol,Chronic liver disease mortality
2015,2015,OK,Oklahoma,Alcohol,Alcohol use among youth
2016,2016,ND,North Dakota,Alcohol,Chronic liver disease mortality
2015,2015,AK,Alaska,Alcohol,Alcohol use before pregnancy
2016,2016,MO,Missouri,Alcohol,Alcohol use before pregnancy
2013,2013,NJ,New Jersey,Alcohol,Chronic liver disease mortality
2014,2014,OK,Oklahoma,Alcohol,Chronic liver disease mortality
2013,2013,IL,Illinois,Alcohol,Chronic liver disease mortality
2015,2015,VT,Vermont,Alcohol,Alcohol use before pregnancy
2017,2017,KS,Kansas,Alcohol,Chronic liver disease mortality
2018,2018,NC,North Carolina,Alcohol,Chronic liver disease mortality
2017,2017,MD,Maryland,Alcohol,Binge drinking prevalence among youth
2015,2015,GA,Georgia,Alcohol,Chronic liver disease mortality
2016,2016,WA,Washington,Alcohol,Alcohol use before pregnancy
2018,2018,OH,Ohio,Alcohol,Chronic liver disease mortality
2019,2019,CA,California,Alcohol,Binge drinking prevalence among youth
2012,2012,WI,Wisconsin,Alcohol,Alcohol use before pregnancy
2016,2016,NM,New Mexico,Alcohol,Chronic liver disease mortality
2015,2015,CO,Colorado,Alcohol,Chronic liver disease mortality
2017,2017,KS,Kansas,Alcohol,Binge drinking prevalence among youth
2017,2017,MI,Michigan,Alcohol,Chronic liver disease mortality
2017,2017,NM,New Mexico,Alcohol,Alcohol use before pregnancy
2020,2020,NM,New Mexico,Alcohol,Alcohol use before pregnancy
2012,2012,MT,Montana,Alcohol,Chronic liver disease mortality
2012,2012,MS,Mississippi,Alcohol,Local authority to regulate alcohol outlet density
2018,2018,DE,Delaware,Alcohol,Chronic liver disease mortality
2017,2017,VT,Vermont,Alcohol,Alcohol use before pregnancy
2015,2015,DE,Delaware,Alcohol,Chronic liver disease mortality
2019,2019,SD,South Dakota,Alcohol,Binge drinking prevalence among youth
2015,2015,WV,West Virginia,Alcohol,Alcohol use among youth
2012,2012,DC,District of Columbia,Alcohol,Chronic liver disease mortality
2014,2014,HI,Hawaii,Alcohol,Chronic liver disease mortality
2019,2019,OH,Ohio,Alcohol,Chronic liver disease mortality
2011,2011,AL,Alabama,Alcohol,Chronic liver disease mortality
2015,2015,VT,Vermont,Alcohol,Alcohol use among youth
2014,2014,OH,Ohio,Alcohol,Chronic liver disease mortality
2019,2019,AZ,Arizona,Alcohol,Chronic liver disease mortality
2016,2016,MA,Massachusetts,Alcohol,Alcohol use before pregnancy
2017,2017,AZ,Arizona,Alcohol,Binge drinking prevalence among youth
2013,2013,KY,Kentucky,Alcohol,Chronic liver disease mortality
2019,2019,ND,North Dakota,Alcohol,Chronic liver disease mortality
2019,2019,MS,Mississippi,Alcohol,Alcohol use before pregnancy
2016,2016,MN,Minnesota,Alcohol,Chronic liver disease mortality
2018,2018,LA,Louisiana,Alcohol,Chronic liver disease mortality
2017,2017,MA,Massachusetts,Alcohol,Binge drinking prevalence among youth
2018,2018,NY,New York,Alcohol,Chronic liver disease mortality
2016,2016,FL,Florida,Alcohol,Chronic liver disease mortality
2015,2015,VA,Virginia,Alcohol,Alcohol use before pregnancy
2013,2013,WI,Wisconsin,Alcohol,Alcohol use before pregnancy
2019,2019,FL,Florida,Alcohol,Alcohol use before pregnancy
2019,2019,ND,North Dakota,Alcohol,Chronic liver disease mortality
2014,2014,ME,Maine,Alcohol,Chronic liver disease mortality
2016,2016,CT,Connecticut,Alcohol,Chronic liver disease mortality
2016,2016,NV,Nevada,Alcohol,Chronic liver disease mortality
2020,2020,GA,Georgia,Alcohol,Chronic liver disease mortality
2020,2020,IN,Indiana,Alcohol,Chronic liver disease mortality
2013,2013,PA,Pennsylvania,Alcohol,Alcohol use before pregnancy
2019,2019,AR,Arkansas,Alcohol,Chronic liver disease mortality
2015,2015,ME,Maine,Alcohol,Chronic liver disease mortality
2014,2014,IA,Iowa,Alcohol,Alcohol use before pregnancy
2013,2013,ND,North Dakota,Alcohol,Alcohol use among youth
2020,2020,CO,Colorado,Alcohol,Chronic liver disease mortality
2018,2018,GA,Georgia,Alcohol,Chronic liver disease mortality
2012,2012,FL,Florida,Alcohol,Chronic liver disease mortality
2019,2019,OH,Ohio,Alcohol,Chronic liver disease mortality
2012,2012,IL,Illinois,Alcohol,Chronic liver disease mortality
2017,2017,VT,Vermont,Alcohol,Binge drinking prevalence among youth
2019,2019,ME,Maine,Alcohol,Chronic liver disease mortality
2018,2018,CT,Connecticut,Alcohol,Chronic liver disease mortality
2012,2012,CO,Colorado,Alcohol,Chronic liver disease mortality
2013,2013,AZ,Arizona,Alcohol,Alcohol use among youth
2016,2016,NY,New York,Alcohol,Chronic liver disease mortality
2015,2015,MD,Maryland,Alcohol,Chronic liver disease mortality
2015,2015,NM,New Mexico,Alcohol,Alcohol use among youth
2015,2015,UT,Utah,Alcohol,Alcohol use before pregnancy
2018,2018,CT,Connecticut,Alcohol,Chronic liver disease mortality
2015,2015,AR,Arkansas,Alcohol,Chronic liver disease mortality
2013,2013,AZ,Arizona,Alcohol,Chronic liver disease mortality
2017,2017,ID,Idaho,Alcohol,Binge drinking prevalence among youth
2018,2018,MT,Montana,Alcohol,Alcohol use before pregnancy
2018,2018,RI,Rhode Island,Alcohol,Alcohol use before pregnancy
2013,2013,NH,New Hampshire,Alcohol,Chronic liver disease mortality
2010,2010,CT,Connecticut,Alcohol,Chronic liver disease mortality
2017,2017,MT,Montana,Alcohol,Alcohol use before pregnancy
2012,2012,NY,New York,Alcohol,Chronic liver disease mortality
2018,2018,MS,Mississippi,Alcohol,Chronic liver disease mortality
2018,2018,MT,Montana,Alcohol,Chronic liver disease mortality
2015,2015,WY,Wyoming,Alcohol,Alcohol use before pregnancy
2011,2011,MA,Massachusetts,Alcohol,Chronic liver disease mortality
2014,2014,ID,Idaho,Alcohol,Chronic liver disease mortality
2017,2017,WI,Wisconsin,Alcohol,Alcohol use among youth
2013,2013,IN,Indiana,Alcohol,Chronic liver disease mortality
2011,2011,IN,Indiana,Alcohol,Chronic liver disease mortality
2011,2011,NC,North Carolina,Alcohol,Chronic liver disease mortality
2016,2016,NJ,New Jersey,Alcohol,Chronic liver disease mortality
2018,2018,KS,Kansas,Alcohol,Chronic liver disease mortality
2010,2010,DC,District of Columbia,Alcohol,Chronic liver disease mortality
2016,2016,NH,New Hampshire,Alcohol,Chronic liver disease mortality
2020,2020,IA,Iowa,Alcohol,Chronic liver disease mortality
2016,2016,DC,District of Columbia,Alcohol,Chronic liver disease mortality
2020,2020,NJ,New Jersey,Alcohol,Chronic liver disease mortality
2018,2018,CO,Colorado,Alcohol,Chronic liver disease mortality
2016,2016,IL,Illinois,Alcohol,Chronic liver disease mortality
2010,2010,ND,North Dakota,Alcohol,Chronic liver disease mortality
2019,2019,AR,Arkansas,Alcohol,Binge drinking prevalence among youth
2020,2020,FL,Florida,Alcohol,Local authority to regulate alcohol outlet density
2014,2014,AR,Arkansas,Alcohol,Chronic liver disease mortality
2018,2018,MI,Michigan,Alcohol,Chronic liver disease mortality
2016,2016,NH,New Hampshire,Alcohol,Chronic liver disease mortality
2010,2010,MI,Michigan,Alcohol,Chronic liver disease mortality
2014,2014,NE,Nebraska,Alcohol,Chronic liver disease mortality
2017,2017,CO,Colorado,Alcohol,Chronic liver disease mortality
2012,2012,LA,Louisiana,Alcohol,Chronic liver disease mortality
2018,2018,FL,Florida,Alcohol,Chronic liver disease mortality
2018,2018,NE,Nebraska,Alcohol,Chronic liver disease mortality
2010,2010,LA,Louisiana,Alcohol,Chronic liver disease mortality
2014,2014,MA,Massachusetts,Alcohol,Alcohol use before pregnancy
2013,2013,KS,Kansas,Alcohol,Chronic liver disease mortality
2019,2019,OK,Oklahoma,Alcohol,Alcohol use before pregnancy
2014,2014,WV,West Virginia,Alcohol,Alcohol use before pregnancy
2020,2020,AL,Alabama,Alcohol,Chronic liver disease mortality
2010,2010,IL,Illinois,Alcohol,Chronic liver disease mortality
2012,2012,AK,Alaska,Alcohol,Chronic liver disease mortality
2012,2012,WA,Washington,Alcohol,Alcohol use before pregnancy
2018,2018,CA,California,Alcohol,Chronic liver disease mortality
2019,2019,CO,Colorado,Alcohol,Chronic liver disease mortality
2014,2014,NM,New Mexico,Alcohol,Chronic liver disease mortality
2020,2020,HI,Hawaii,Alcohol,Alcohol use before pregnancy
2015,2015,MO,Missouri,Alcohol,Chronic liver disease mortality
2012,2012,AL,Alabama,Alcohol,Alcohol use before pregnancy
2020,2020,IL,Illinois,Alcohol,Chronic liver disease mortality
2014,2014,KY,Kentucky,Alcohol,Chronic liver disease mortality
2017,2017,CO,Colorado,Alcohol,Alcohol use before pregnancy
2019,2019,IL,Illinois,Alcohol,Chronic liver disease mortality
2010,2010,NJ,New Jersey,Alcohol,Chronic liver disease mortality
2017,2017,WY,Wyoming,Alcohol,Binge drinking prevalence among youth
2010,2010,FL,Florida,Alcohol,Chronic liver disease mortality
2012,2012,AK,Alaska,Alcohol,Chronic liver disease mortality
2016,2016,MD,Maryland,Alcohol,Chronic liver disease mortality
2015,2015,OH,Ohio,Alcohol,Chronic liver disease mortality
2015,2015,CT,Connecticut,Alcohol,Alcohol use before pregnancy
2013,2013,AL,Alabama,Alcohol,Chronic liver disease mortality
2017,2017,AL,Alabama,Alcohol,Alcohol use among youth
2018,2018,VT,Vermont,Alcohol,Alcohol use before pregnancy
2017,2017,MA,Massachusetts,Alcohol,Chronic liver disease mortality
2011,2011,LA,Louisiana,Alcohol,Chronic liver disease mortality
2020,2020,NE,Nebraska,Alcohol,Chronic liver disease mortality
2014,2014,KS,Kansas,Alcohol,Chronic liver disease mortality
2015,2015,RI,Rhode Island,Alcohol,Alcohol use among youth
2010,2010,AR,Arkansas,Alcohol,Chronic liver disease mortality
2020,2020,LA,Louisiana,Alcohol,Chronic liver disease mortality
2015,2015,NJ,New Jersey,Alcohol,Chronic liver disease mortality
2020,2020,ME,Maine,Alcohol,Alcohol use before pregnancy
2020,2020,NY,New York,Alcohol,Chronic liver disease mortality
2017,2017,NM,New Mexico,Alcohol,Chronic liver disease mortality
2018,2018,WY,Wyoming,Alcohol,Alcohol use before pregnancy
2019,2019,AK,Alaska,Alcohol,Chronic liver disease mortality
2017,2017,IN,Indiana,Alcohol,Chronic liver disease mortality
2018,2018,US,United States,Alcohol,Alcohol use before pregnancy
2017,2017,CT,Connecticut,Alcohol,Alcohol use before pregnancy
2015,2015,NH,New Hampshire,Alcohol,Chronic liver disease mortality
2010,2010,OH,Ohio,Alcohol,Chronic liver disease mortality
2019,2019,IL,Illinois,Alcohol,Binge drinking prevalence among youth
2012,2012,ID,Idaho,Alcohol,Chronic liver disease mortality
2013,2013,PA,Pennsylvania,Alcohol,Alcohol use among youth
2017,2017,PR,Puerto Rico,Alcohol,Binge drinking prevalence among youth
2011,2011,GA,Georgia,Alcohol,Chronic liver disease mortality
2014,2014,NV,Nevada,Alcohol,Chronic liver disease mortality
2019,2019,NE,Nebraska,Alcohol,Binge drinking prevalence among youth
2017,2017,FL,Florida,Alcohol,Alcohol use among youth
2016,2016,ID,Idaho,Alcohol,Chronic liver disease mortality
2017,2017,MI,Michigan,Alcohol,Alcohol use among youth
2020,2020,MA,Massachusetts,Alcohol,Chronic liver disease mortality
2010,2010,AL,Alabama,Alcohol,Chronic liver disease mortality
2012,2012,CO,Colorado,Alcohol,Chronic liver disease mortality
2011,2011,MN,Minnesota,Alcohol,Chronic liver disease mortality
2017,2017,ND,North Dakota,Alcohol,Alcohol use before pregnancy
2016,2016,ID,Idaho,Alcohol,Chronic liver disease mortality
2012,2012,ME,Maine,Alcohol,Chronic liver disease mortality
2014,2014,IL,Illinois,Alcohol,Alcohol use before pregnancy
2014,2014,OH,Ohio,Alcohol,Chronic liver disease mortality
2013,2013,AK,Alaska,Alcohol,Alcohol use before pregnancy
2012,2012,IA,Iowa,Alcohol,Chronic liver disease mortality
2013,2013,GA,Georgia,Alcohol,Alcohol use among youth
2020,2020,WY,Wyoming,Alcohol,Local authority to regulate alcohol outlet density
2016,2016,VT,Vermont,Alcohol,Alcohol use before pregnancy
2019,2019,CO,Colorado,Alcohol,Chronic liver disease mortality
2017,2017,FL,Florida,Alcohol,Chronic liver disease mortality
2018,2018,MA,Massachusetts,Alcohol,Chronic liver disease mortality
2017,2017,PR,Puerto Rico,Alcohol,Alcohol use among youth
2013,2013,ND,North Dakota,Alcohol,Chronic liver disease mortality
2016,2016,NJ,New Jersey,Alcohol,Alcohol use before pregnancy
2020,2020,OK,Oklahoma,Alcohol,Chronic liver disease mortality
2019,2019,DC,District of Columbia,Alcohol,Chronic liver disease mortality
2013,2013,FL,Florida,Alcohol,Chronic liver disease mortality
2014,2014,NH,New Hampshire,Alcohol,Alcohol use before pregnancy
2011,2011,MS,Mississippi,Alcohol,Chronic liver disease mortality
2019,2019,NH,New Hampshire,Alcohol,Chronic liver disease mortality
2018,2018,KY,Kentucky,Alcohol,Chronic liver disease mortality
2018,2018,IA,Iowa,Alcohol,Chronic liver disease mortality
2013,2013,MA,Massachusetts,Alcohol,Chronic liver disease mortality
2015,2015,NY,New York,Alcohol,Chronic liver disease mortality
2014,2014,KY,Kentucky,Alcohol,Chronic liver disease mortality
2010,2010,OR,Oregon,Alcohol,Chronic liver disease mortality
2019,2019,DC,District of Columbia,Alcohol,Chronic liver disease mortality
2017,2017,ME,Maine,Alcohol,Chronic liver disease mortality
2019,2019,CO,Colorado,Alcohol,Chronic liver disease mortality
2019,2019,MN,Minnesota,Alcohol,Chronic liver disease mortality
2013,2013,NY,New York,Alcohol,Chronic liver disease mortality
2015,2015,WV,West Virginia,Alcohol,Binge drinking prevalence among youth
2016,2016,LA,Louisiana,Alcohol,Chronic liver disease mortality
2012,2012,CA,California,Alcohol,Chronic liver disease mortality
2017,2017,NY,New York,Alcohol,Alcohol use among youth
2017,2017,AK,Alaska,Alcohol,Chronic liver disease mortality
2013,2013,NC,North Carolina,Alcohol,Chronic liver disease mortality
2015,2015,KY,Kentucky,Alcohol,Alcohol use among youth
2010,2010,MA,Massachusetts,Alcohol,Chronic liver disease mortality
2015,2015,ID,Idaho,Alcohol,Chronic liver disease mortality
2019,2019,US,United States,Alcohol,Alcohol use among youth
2011,2011,ND,North Dakota,Alcohol,Chronic liver disease mortality
2012,2012,ND,North Dakota,Alcohol,Chronic liver disease mortality
2018,2018,LA,Louisiana,Alcohol,Alcohol use before pregnancy
2017,2017,OK,Oklahoma,Alcohol,Chronic liver disease mortality
2017,2017,CT,Connecticut,Alcohol,Chronic liver disease mortality
2020,2020,MN,Minnesota,Alcohol,Chronic liver disease mortality
2014,2014,CO,Colorado,Alcohol,Chronic liver disease mortality
2018,2018,VA,Virginia,Alcohol,Alcohol use before pregnancy
2015,2015,MT,Montana,Alcohol,Chronic liver disease mortality
2015,2015,PA,Pennsylvania,Alcohol,Alcohol use before pregnancy
2012,2012,RI,Rhode Island,Alcohol,Alcohol use before pregnancy
2014,2014,DE,Delaware,Alcohol,Alcohol use before pregnancy
2018,2018,DE,Delaware,Alcohol,Chronic liver disease mortality
2017,2017,OR,Oregon,Alcohol,Chronic liver disease mortality
2017,2017,NY,New York,Alcohol,Chronic liver disease mortality
2012,2012,WV,West Virginia,Alcohol,Alcohol use before pregnancy
2015,2015,VA,Virginia,Alcohol,Alcohol use among youth
2010,2010,GA,Georgia,Alcohol,Chronic liver disease mortality
2017,2017,AL,Alabama,Alcohol,Alcohol use before pregnancy
2012,2012,MD,Maryland,Alcohol,Chronic liver disease mortality
2019,2019,MO,Missouri,Alcohol,Chronic liver disease mortality
2015,2015,MI,Michigan,Alcohol,Chronic liver disease mortality
2012,2012,DE,Delaware,Alcohol,Chronic liver disease mortality
2019,2019,OK,Oklahoma,Alcohol,Alcohol use among youth
2018,2018,MO,Missouri,Alcohol,Alcohol use before pregnancy
2017,2017,ID,Idaho,Alcohol,Chronic liver disease mortality
2019,2019,OR,Oregon,Alcohol,Chronic liver disease mortality
2016,2016,AK,Alaska,Alcohol,Chronic liver disease mortality
2012,2012,OK,Oklahoma,Alcohol,Chronic liver disease mortality
2014,2014,IL,Illinois,Alcohol,Chronic liver disease mortality
2020,2020,AR,Arkansas,Alcohol,Chronic liver disease mortality
2019,2019,MN,Minnesota,Alcohol,Chronic liver disease mortality
2017,2017,TX,Texas,Alcohol,Binge drinking prevalence among youth
2013,2013,NJ,New Jersey,Alcohol,Chronic liver disease mortality
2011,2011,MS,Mississippi,Alcohol,Chronic liver disease mortality
2018,2018,IN,Indiana,Alcohol,Chronic liver disease mortality
2013,2013,ME,Maine,Alcohol,Chronic liver disease mortality
2017,2017,LA,Louisiana,Alcohol,Alcohol use among youth
2014,2014,US,United States,Alcohol,Alcohol use before pregnancy
2016,2016,PR,Puerto Rico,Alcohol,Alcohol use before pregnancy
2019,2019,GA,Georgia,Alcohol,Binge drinking prevalence among youth
2013,2013,WA,Washington,Alcohol,Alcohol use before pregnancy
2019,2019,MA,Massachusetts,Alcohol,Binge drinking prevalence among youth
2010,2010,MO,Missouri,Alcohol,Chronic liver disease mortality
2020,2020,DC,District of Columbia,Alcohol,Chronic liver disease mortality
2012,2012,WV,West Virginia,Alcohol,Alcohol use before pregnancy
2019,2019,AR,Arkansas,Alcohol,Alcohol use before pregnancy
2020,2020,NY,New York,Alcohol,Chronic liver disease mortality
2018,2018,MI,Michigan,Alcohol,Alcohol use before pregnancy
2013,2013,IL,Illinois,Alcohol,Chronic liver disease mortality
2017,2017,VI,Virgin Islands,Alcohol,Binge drinking prevalence among youth
2020,2020,TN,Tennessee,Alcohol,Alcohol use before pregnancy
